2021 10 18 0 0 0 102563.29288101196 13.232777913411457 67.7 317.3 0.0 7.403888702392578   
2021 10 18 1 0 0 102523.3419456482 13.232777913411457 69.3 311.7 0.0 7.747222052680121   
2021 10 18 2 0 0 102503.36001968384 13.20888943142361 68.9 341.2 0.0 7.638888888888888   
2021 10 18 3 0 0 102453.25020599365 12.677777608235676 70.9 331.3 0.0 7.548889584011501   
2021 10 18 4 0 0 102403.133934021 13.016111585828993 70.8 329.9 1.12 7.852776845296224   
2021 10 18 5 0 0 102383.15846633911 13.352777693006727 68.8 341.2 0.0 7.754999796549479   
2021 10 18 6 0 0 102433.27473831177 13.472777472601996 71.8 352.4 0.0 8.498889075385199   
2021 10 18 7 0 0 102403.133934021 13.61777835422092 74.8 321.5 0.0 9.244999355740017   
2021 10 18 8 0 0 102453.25020599365 14.887777964274088 69.1 355.2 0.0 9.288889567057291   
2021 10 18 9 0 0 102423.11585998535 15.532777574327257 65.4 109.5 0.0 9.087778727213541 508319.99999999994 502919.99999999994 9684.0
2021 10 18 10 0 0 102343.20753097534 16.248889499240452 64.5 28.1 0.0 9.562223222520617 922680.0 902160.0 30348.0
2021 10 18 11 0 0 102243.31727600098 17.319999270968967 61.2 89.9 1.12 9.792777167426214 1068120.0 1064160.0 5328.0
2021 10 18 12 0 0 102223.34180831909 17.867223951551647 59.4 129.2 0.0 9.862221611870659 1332720.0 1329120.0 4788.0
2021 10 18 13 0 0 102023.22546768188 18.60388861762153 55.7 153.0 4.5 9.592776828342014 2030400.0 1743480.0 407124.0
2021 10 18 14 0 0 101983.27453231812 19.627223544650608 52.6 108.1 3.38 9.688888125949436 1614240.0 1245240.0 611568.0
2021 10 18 15 0 0 101983.27453231812 20.078887939453125 51.8 237.3 0.0 9.878889719645182 936000.0 822240.0 249984.0
2021 10 18 16 0 0 102003.25 19.127222696940105 55.0 133.4 0.0 9.891111585828993 468000.0 463319.99999999994 17316.0
2021 10 18 17 0 0 101983.27453231812 18.389998541937935 58.8 4.2 0.0 10.20111083984375 90756.0 90108.0 10296.0
2021 10 18 18 0 0 102003.25 17.39111158582899 68.7 21.1 0.0 11.597777472601996   
2021 10 18 19 0 0 102073.34173965454 16.58222198486328 74.4 25.3 0.0 12.02888912624783   
2021 10 18 20 0 0 102103.1337966919 16.177221934000652 74.9 26.7 0.0 11.738889482286242   
2021 10 18 21 0 0 102083.15832901001 15.437776777479383 80.3 26.7 0.0 12.07777871025933   
2021 10 18 22 0 0 102163.40894699097 14.79222191704644 84.3 26.7 0.0 12.186111874050564   
2021 10 18 23 0 0 102173.22553634644 15.342222849527994 80.6 26.7 0.0 12.04111099243164   
